state,perturbation,delta_psi_mV,matrix_ca_au,mtROS_au,pH_au,adp_atp_ratio,cardiolipin_index,CypD_activity_au,ANT_function_au,ATPsynthase_pore_propensity_au,PiC_modulation_au,transient_pore_score,sustained_pore_prob,sustained_pore_open,crc_au,threshold_ca_uM,leakage_auc,conductance_au,time_to_sustained_open_s,ATP_index,mtDNA_release_proxy,viability_proxy
Cardiac_Control,WT,168.97371322408986,0.3432825557634438,0.15659834092538394,7.225967325712059,0.43720824085192334,1.0454193169987211,0.5507801768892059,0.8760429032278053,0.5642722759867544,0.4221078292473713,0.39467095991115914,0.6660674502354177,0,1.2726455595560855,211.30412469713923,0.7930167483893015,0.9937766428768678,249.9310471940452,0.8757954571847493,1.0322338267758584,0.8392253764523153
Cardiac_Control,WT,163.89388559063053,0.2072490036164209,0.21082108468264807,7.276636945650129,0.3544459559399574,0.9446700805493424,0.3489831607343375,0.9339855593733283,0.6329152530132431,0.4220593836545257,0.33007691705741143,0.6422992399900942,0,1.2772523108503395,233.35406741487043,0.8045813784806504,1.0422585637018988,233.60741944458402,0.9093976509385601,0.9299973597977065,0.8009114608245347
Cardiac_Control,WT,170.18150830480553,0.392223544874888,0.26039898231843656,7.194561992577158,0.28935536797424277,1.0521763552063397,0.3851814577894287,0.7901822382750161,0.519652116970147,0.4242691959026094,0.3927190421863605,0.6230680665091837,1,1.1187349617452704,192.5592002012777,0.7867405763836456,0.9572442127898366,260.8591122936137,0.8312563098251115,0.8042161822770806,0.8456917182670424
Cardiac_Control,WT,177.1842388512642,0.16785191497661756,0.2892604155336097,7.220085586104947,0.4703463635867223,1.081338271528297,0.5943264094022715,0.9105927796947241,0.5709003757588512,0.6161398386848673,0.40214264333294586,0.68244559070461,1,1.1575551932365302,234.5238041416458,0.8210714683433062,0.9976416810287256,241.29539614813743,0.7953018693331511,1.044140995752958,0.8431908539990564
Cardiac_Control,WT,163.12677300221333,0.3269485675040216,0.1239762874355379,7.234507199585556,0.3743649254715697,1.024806094193422,0.5370865438127942,0.8933161766570444,0.4910264305712773,0.4805548361785243,0.37598881300228654,0.6488646043021337,0,1.2522712552116402,224.7546242416921,0.7324754517487514,1.0160557578859695,257.6693202528532,0.8669105777915637,0.9749437449549481,0.8193640929590432
Cardiac_Control,WT,163.12690434440657,0.4552364500647983,0.19323990113272413,7.179938976405708,0.30777462904023256,1.112607748753484,0.5016016663647321,0.919396101120652,0.6440117215449472,0.4844033317752856,0.44782566785478994,0.6759337824836,0,1.2491240193569744,195.67000328598368,0.8408614826799597,1.024143326007024,250.05120999429167,0.8571821927862051,1.033795664770948,0.793739461430101
Cardiac_Control,WT,177.63370252405912,0.20075709398954497,0.1820043751071235,7.211204624090521,0.38534271157574734,0.9535726480537856,0.5218433933065393,0.9031334915126255,0.432360769794073,0.5324226763225474,0.2984858927498122,0.5723599863398414,1,1.452796400888681,206.18680733613428,0.6673043917509238,0.9628881218030082,286.261275979712,0.897251906488015,0.9421432332439774,0.915963203677326
Cardiac_Control,WT,171.13947783322328,0.23469618163177827,0.16773366139410306,7.20062962003909,0.34184519963856047,0.925320717801315,0.5547581705361672,1.0764240111928716,0.6800940432910816,0.4691031327221211,0.3626135245318265,0.702823828823455,1,1.27009898998598,212.7214963746924,0.891127199714594,1.0980675791566774,232.30532902127663,0.8711126418493279,0.9498352563545168,0.8341835243431794
Cardiac_Control,WT,161.2442049125204,0.28797210920701133,0.36123633922248777,7.204883804927442,0.6187141635072565,0.8932767850657433,0.4660240319690639,0.8289808012598947,0.49598420493556566,0.42927662833434377,0.3287283241076698,0.6341607921165099,1,1.1614323462849865,217.8598395519783,0.8325227937089449,0.9366953115963388,210.67127614608424,0.7893675038778987,1.0263489110687434,0.8344409518254945
Cardiac_Control,WT,169.34048034868772,0.2397219476707041,0.25239853687687647,7.161349510807227,0.5381639756949451,1.089762658689351,0.44216952745976873,0.8375202435998546,0.3569224897881952,0.4342920120732017,0.4246845299949942,0.5995880328258715,0,1.337567310338374,219.28031045925536,0.7224465396652314,0.9082211935006781,268.07711360817524,0.9327426139815761,1.0116784108028303,0.8395966470015885
